Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover
716;25;-1139.011;0;419.3332;419.3332;23.29629;716.4993;716.4993;42.14702;18;17;510;360;-700;-1309.011
717;11;-820.6507;0;90.99998;90.99998;13;127;127;25.40001;7;5;150;140;-300;-810.6507
718;13;-361.9468;0;261.6665;261.6665;20.12819;398.6666;398.6666;39.86666;13;10;300;260;-100;-821.9468
719;11;-304.1614;0;191.6666;191.6666;27.38094;159.4999;159.4999;31.89998;7;5;150;140;-200;-394.1614
720;34;30.78312;0;738.6664;738.6664;25.47125;943.1667;943.1667;41.00725;29;23;690;580;-500;-739.2169
721;18;-708.2823;0;102;102;10.2;69.5;69.5;17.375;10;4;120;200;-400;-628.2823
722;12;-655.2518;0;113.6666;113.6666;18.94444;34.49999;34.49999;17.25;6;2;60;120;-100;-735.2518
723;49;-462.6074;0;1169.667;1169.667;27.84921;1510;1510;43.14285;42;35;1050;840;-1600;-752.6075
724;15;-615.5992;0;107.3333;107.3333;15.33333;54.66668;54.66668;18.22223;7;3;90;140;-400;-445.5992
725;16;-402.5645;0;323.6665;323.6665;19.03921;414.5;414.5;46.05555;17;9;270;340;-200;-812.5645
726;18;-63.50703;0;453.3334;453.3334;25.18519;648.5004;648.5004;54.0417;18;12;360;360;-200;-583.507
727;21;245.3682;0;500.6666;500.6666;22.75757;604.833;604.833;37.80206;22;16;480;440;-100;-574.6319
728;17;-671.3321;0;430.6667;430.6667;33.1282;160.6667;160.6667;32.13333;13;5;150;260;-400;-681.332
729;32;-234.8401;0;590;590;24.58333;885.3332;885.3332;46.59649;24;19;570;480;-500;-784.8402
730;11;-290.7728;0;185.6667;185.6667;18.56667;265.1665;265.1665;44.19442;10;6;180;200;-200;-470.7727
731;13;-548.1722;0;170.3334;170.3334;24.33334;64.50008;64.50008;32.25004;7;2;60;140;0;-748.1721
732;16;182.5814;0;359;359;27.61539;466.6666;466.6666;42.42424;13;11;330;260;0;-407.4186
733;36;-320.0678;0;779.0001;779.0001;25.12903;1170.5;1170.5;45.01922;31;26;780;620;-900;-820.0679
734;19;-1177.828;0;293.0001;293.0001;24.41667;231.0001;231.0001;28.87501;12;8;240;240;-300;-1357.828
735;28;-1227.861;0;773.3335;773.3335;35.15152;995.9998;995.9998;55.33332;22;18;540;440;-800;-1407.861
736;18;-359.7392;0;108.3334;108.3334;12.03704;187.5001;187.5001;26.78573;9;7;210;180;-300;-449.7392
737;20;-1498.445;0;200.3333;200.3333;20.03333;195.5;195.5;32.58333;10;6;180;200;-500;-1378.445
738;14;-703.6004;0;93.99999;93.99999;9.4;160.3333;160.3333;32.06667;10;5;150;200;-400;-653.6004
739;20;-215.2345;0;399.6667;399.6667;24.97917;277.3334;277.3334;30.81482;16;9;270;320;-400;-405.2345
740;26;-198.2633;0;844.9997;844.9997;33.79999;894.3335;894.3335;52.60785;25;17;510;500;-500;-708.2634
741;24;-323.1912;0;350.0001;350.0001;21.875;509.3334;509.3334;39.17949;16;13;390;320;-400;-633.1912
742;29;340.8728;0;985.0004;985.0004;35.17859;1199.334;1199.334;52.14495;28;23;690;560;-200;-709.1271
743;17;-874.5598;0;84.66668;84.66668;12.09524;74.50002;74.50002;37.25001;7;2;60;140;-300;-774.5598
744;18;-290.7489;0;394.3332;394.3332;18.77777;665.1664;665.1664;41.5729;21;16;480;420;-600;-590.7488
745;25;59.63709;0;416.9999;416.9999;21.94736;577.4997;577.4997;38.49998;19;15;450;380;-400;-370.3629
746;27;-874.8871;0;415.9999;415.9999;27.73333;468.3329;468.3329;46.83329;15;10;300;300;-900;-574.8871
747;14;-762.4474;0;234.6667;234.6667;18.05128;426.8333;426.8333;38.80302;13;11;330;260;-300;-1052.448
748;27;-44.86404;0;825.6664;825.6664;34.40277;802.4995;802.4995;44.58331;24;18;540;480;-500;-564.8641
749;27;-885.1318;0;604.6663;604.6663;31.82454;861.4996;861.4996;47.86109;19;18;540;380;-800;-1005.132
750;25;-348.9412;0;516.9999;516.9999;25.84999;704.667;704.667;44.04169;20;16;480;400;-400;-828.9412
751;20;-233.9666;0;542.6663;542.6663;31.92155;704.3328;704.3328;46.95552;17;15;450;340;-300;-723.9666
752;15;-1381.055;0;235.3332;235.3332;29.41665;31.33335;31.33335;31.33335;8;1;30;160;-600;-971.055
753;31;432.8737;0;1248.333;1248.333;35.66666;1384.832;1384.832;46.16107;35;30;900;700;-500;-667.1263
754;21;-1075.024;0;399.3331;399.3331;30.71793;332.9998;332.9998;47.5714;13;7;210;260;-600;-945.0243
755;23;-275.5235;0;604.6667;604.6667;26.28986;681.9999;681.9999;52.46153;23;13;390;460;-400;-725.5233
756;13;-920.7338;0;176.3333;176.3333;19.59259;173.6667;173.6667;28.94444;9;6;180;180;-100;-1180.734
757;33;-177.7069;0;1098;1098;36.59999;1245.499;1245.499;51.89579;30;24;720;600;-700;-797.707
758;14;-1012.767;0;139.6667;139.6667;23.27778;81.99994;81.99994;40.99997;6;2;60;120;-500;-692.7665
759;28;-281.1938;0;446.9998;446.9998;21.28571;651.8334;651.8334;38.34314;21;17;510;420;-200;-1011.194
760;17;-1404.145;0;47.33334;47.33334;11.83334;38.16669;38.16669;19.08335;4;2;60;80;-600;-944.1448
761;24;-507.0687;0;410.3332;410.3332;22.79629;532.8329;532.8329;40.98715;18;13;390;360;-400;-857.0686
762;14;1.098117;0;253.6666;253.6666;21.13889;348.833;348.833;43.60413;12;8;240;240;-200;-278.9019
763;18;56.9145;0;330.9999;330.9999;20.6875;521.3331;521.3331;40.10255;16;13;390;320;-300;-353.0855
764;20;-308.3474;0;241.6667;241.6667;18.58975;312.5001;312.5001;31.25001;13;10;300;260;-300;-568.3475
765;19;-313.4307;0;315.6667;315.6667;26.30556;493.1668;493.1668;44.83334;12;11;330;240;-300;-583.4307
766;37;514.7963;0;978.9996;978.9996;23.87804;1599.499;1599.499;47.04409;41;34;1020;820;-500;-825.2037
767;27;-162.4363;0;670.3333;670.3333;23.94048;1251.166;1251.166;56.8712;28;22;660;560;-600;-782.4363
768;16;-854.9349;0;499.6668;499.6668;41.6389;336.6664;336.6664;56.11107;12;6;180;240;-100;-1174.935
769;22;-869.1378;0;344.3331;344.3331;31.30301;321.4998;321.4998;40.18748;11;8;240;220;-300;-1029.138
770;39;-1035.492;0;802.3331;802.3331;30.85896;1014.166;1014.166;48.29361;26;21;630;520;-1100;-1085.492
771;34;-223.0033;0;881.3329;881.3329;26.70706;1295.833;1295.833;49.83973;33;26;780;660;-700;-963.0032
772;11;-931.4866;0;188.3333;188.3333;23.54167;46.83334;46.83334;23.41667;8;2;60;160;-100;-1051.487
773;53;793.9078;0;1260.333;1260.333;25.72108;1940.5;1940.5;42.18477;49;46;1380;980;-600;-966.0923
774;19;-644.4495;0;405.9997;405.9997;28.99998;573.8332;573.8332;47.81943;14;12;360;280;-400;-884.4493
775;20;-243.1546;0;462.3334;462.3334;27.19608;407.3336;407.3336;40.73336;17;10;300;340;-200;-683.1547
776;14;-488.8795;0;235.9999;235.9999;23.59999;191;191;38.19999;10;5;150;200;-300;-538.8795
777;19;-969.6992;0;290.6665;290.6665;29.06665;274.6664;274.6664;45.77774;10;6;180;200;-800;-549.6992
778;19;-478.2713;0;178.3334;178.3334;14.86112;229.6667;229.6667;25.51852;12;9;270;240;-400;-588.2712
779;25;-51.76927;0;477.3334;477.3334;26.51852;677.4995;677.4995;48.39282;18;14;420;360;-400;-431.7693
780;21;-1222.067;0;261.3333;261.3333;20.10256;308.9998;308.9998;34.33331;13;9;270;260;-700;-1052.067
781;19;-68.81767;0;770.6666;770.6666;33.50724;728.1665;728.1665;48.54443;23;15;450;460;-500;-478.8177
782;21;-501.9558;0;333.3335;333.3335;23.80953;370.0001;370.0001;41.11113;14;9;270;280;-600;-451.9558
783;32;-418.1367;0;654.6665;654.6665;29.75757;797.3326;797.3326;46.90192;22;17;510;440;-800;-568.1367
784;15;-761.8613;0;333.6664;333.6664;30.33331;191.1665;191.1665;31.86108;11;6;180;220;-400;-761.8613
785;11;-448.4212;0;313.6666;313.6666;28.51514;141.6666;141.6666;35.41665;11;4;120;220;-100;-688.4211
786;15;-482.9341;0;213.3333;213.3333;15.2381;242.3333;242.3333;34.61905;14;7;210;280;-200;-772.9341
787;16;-96.19425;0;566.6667;566.6667;33.33334;491.8331;491.8331;40.98609;17;12;360;340;-100;-696.1943
788;30;333.5413;0;812.3331;812.3331;29.0119;1014.166;1014.166;48.29364;28;21;630;560;-500;-356.4587
789;13;-776.9225;0;206;206;20.6;63.33329;63.33329;31.66664;10;2;60;200;-300;-736.9225
790;34;-64.9955;0;549.6665;549.6665;22.90277;1012.166;1012.166;46.00756;24;22;660;480;-600;-604.9955
791;21;-1155.389;0;573.333;573.333;38.2222;360.8334;360.8334;51.54763;15;7;210;300;-700;-965.3889
792;11;-10.23434;0;111.6667;111.6667;9.305554;214.3334;214.3334;26.79168;12;8;240;240;-100;-390.2343
793;10;-213.3881;0;152.6667;152.6667;11.74359;106.1667;106.1667;26.54168;13;4;120;260;0;-593.3881
794;45;-570.1761;0;998.9999;998.9999;28.54285;1445.333;1445.333;49.83906;35;29;870;700;-800;-1340.176
795;15;-224.9686;0;310.6665;310.6665;19.41666;430.1664;430.1664;43.01664;16;10;300;320;-300;-544.9686
796;28;565.4525;0;943;943;30.41936;1349.333;1349.333;48.19046;31;28;840;620;-300;-594.5475
797;33;389.1876;0;870.9999;870.9999;29.03333;1040.833;1040.833;41.63332;30;25;750;600;-400;-560.8124
798;24;-914.5839;0;339.3334;339.3334;26.10257;384.6669;384.6669;48.08336;13;8;240;260;-700;-714.5839
799;21;-499.6677;0;422.9999;422.9999;28.19999;384.3331;384.3331;42.70367;15;9;270;300;-600;-469.6677
800;16;-123.7585;0;115;115;11.5;256.6667;256.6667;51.33333;10;5;150;200;0;-473.7585
801;23;-131.5108;0;439.3332;439.3332;19.96969;501.833;501.833;38.60254;22;13;390;440;-300;-661.5108
802;17;-92.44043;0;433.9999;433.9999;31;233.8333;233.8333;29.22917;14;8;240;280;-200;-412.4405
803;35;327.4905;0;1106;1106;30.72222;1335.5;1335.5;44.51666;36;30;900;720;-600;-692.5093
804;16;-979.0488;0;176.6666;176.6666;22.08333;201.3332;201.3332;50.3333;8;4;120;160;-400;-859.0488
805;12;-950.0921;0;247.3334;247.3334;30.91668;126;126;31.5;8;4;120;160;-200;-1030.092
806;27;-32.36229;0;575.6666;575.6666;26.16666;771.4997;771.4997;45.38234;22;17;510;440;-400;-582.3623
807;19;-394.63;0;449.3333;449.3333;28.08333;428.3332;428.3332;42.83332;16;10;300;320;-600;-414.6299
808;25;-932.8655;0;323.6665;323.6665;23.11903;443.4996;443.4996;44.34996;14;10;300;280;-700;-812.8655
809;16;-234.4866;0;308.3332;308.3332;20.55554;508.4995;508.4995;46.22723;15;11;330;300;-200;-664.4866
810;22;-148.6402;0;551.6667;551.6667;26.26985;824.9997;824.9997;51.56248;21;16;480;420;-400;-648.6402
811;19;-1306.714;0;129.6667;129.6667;18.52381;21.66667;21.66667;21.66667;7;1;30;140;-700;-776.7133
812;39;-424.4579;0;938.9999;938.9999;30.29032;1138.333;1138.333;47.43054;31;24;720;620;-700;-1064.458
813;20;-609.345;0;250.3333;250.3333;25.03333;373.4999;373.4999;46.68749;10;8;240;200;-500;-549.345
814;18;-1111.224;0;64.66666;64.66666;8.083333;143;143;35.74999;8;4;120;160;-500;-891.2238
815;13;-837.9483;0;261.6666;261.6666;37.38094;97.33342;97.33342;32.44447;7;3;90;140;-100;-967.9483
816;16;-713.5928;0;114;114;12.66667;86.99992;86.99992;28.99998;9;3;90;180;-200;-783.5928
817;24;-672.7885;0;444.9999;444.9999;26.17646;514.9999;514.9999;42.91666;17;12;360;340;-900;-472.7886
818;11;-688.2314;0;181.6665;181.6665;22.70832;157.3332;157.3332;52.4444;8;3;90;160;-100;-838.2314
819;21;-296.0895;0;620.9998;620.9998;32.6842;548.8329;548.8329;42.21792;19;13;390;380;-600;-466.0895
820;24;-820.5728;0;244.6667;244.6667;17.47619;303.8331;303.8331;50.63885;14;6;180;280;-600;-680.5727
821;20;-667.5999;0;197.3333;197.3333;19.73333;352.3331;352.3331;44.04164;10;8;240;200;-400;-707.5999
822;8;-729.2141;0;119;119;29.75;84.50006;84.50006;28.16669;4;3;90;80;-100;-799.2141
823;13;-788.37;0;257.9999;257.9999;28.66666;117.3332;117.3332;39.11108;9;3;90;180;-300;-758.37
824;19;55.57935;0;585.3333;585.3333;25.44927;626.6664;626.6664;41.77776;23;15;450;460;-200;-654.4207
825;25;-160.7304;0;505.9997;505.9997;26.63157;821.8328;821.8328;48.34311;19;17;510;380;-500;-550.7305
826;21;-642.8146;0;302.3332;302.3332;18.89583;578.6661;578.6661;52.60601;16;11;330;320;-500;-792.8146
827;17;51.53333;0;451.9999;451.9999;34.76922;404.6665;404.6665;44.96294;13;9;270;260;-200;-278.4667
828;12;-1083.278;0;205.9998;205.9998;34.33331;116.3332;116.3332;38.77774;6;3;90;120;-400;-893.2778
829;17;-993.3843;0;121.6666;121.6666;15.20833;153.5;153.5;30.69999;8;5;150;160;-400;-903.3843
830;18;-107.0973;0;370.6666;370.6666;23.16666;316.1667;316.1667;31.61667;16;10;300;320;-400;-327.0974
831;16;-49.47309;0;126.3333;126.3333;11.48485;137.8333;137.8333;22.97221;11;6;180;220;0;-449.4731
832;25;-441.9336;0;781.3331;781.3331;31.25332;1084.833;1084.833;63.81373;25;17;510;500;-500;-951.9336
833;28;-1091.062;0;542.333;542.333;33.89581;731.1661;731.1661;56.24355;16;13;390;320;-700;-1101.062
834;17;-867.7811;0;151.6666;151.6666;15.16666;364.1666;364.1666;36.41666;10;10;300;200;-200;-1167.781
835;19;-444.6396;0;464.6668;464.6668;33.19049;378.6669;378.6669;37.86669;14;10;300;280;-300;-724.6395
836;16;-315.2087;0;349.6666;349.6666;26.89743;234.9998;234.9998;46.99996;13;5;150;260;-300;-425.2087
837;15;-1263.171;0;265.3332;265.3332;29.48147;110.6666;110.6666;36.88885;9;3;90;180;-400;-1133.171
838;13;-434.2058;0;252.9999;252.9999;31.62498;150.9999;150.9999;37.74997;8;4;120;160;-200;-514.2059
839;26;24.7431;0;804.3333;804.3333;38.30158;804.9995;804.9995;50.31247;21;16;480;420;-300;-575.2569
840;13;-1016.97;0;95.66666;95.66666;23.91666;20.16667;20.16667;20.16667;4;1;30;80;-200;-926.9696
841;15;-1291.147;0;63.33332;63.33332;15.83333;42.66668;42.66668;21.33334;4;2;60;80;-400;-1031.147
842;20;-353.9673;0;547.333;547.333;32.19606;528.3332;528.3332;40.64101;17;13;390;340;-400;-683.9674
843;12;-578.034;0;98;98;14;131.3334;131.3334;26.26668;7;5;150;140;0;-868.0339
844;29;-44.4709;0;927.3328;927.3328;34.34566;945.6658;945.6658;49.77188;27;19;570;540;-500;-654.4708
845;9;-828.9951;0;111.0001;111.0001;22.20001;21;21;21;5;1;30;100;0;-958.9951
846;15;-93.03558;0;485.9999;485.9999;30.37499;444.8331;444.8331;40.43937;16;11;330;320;-200;-543.0356
847;30;226.8108;0;691.9998;691.9998;28.83333;866.1666;866.1666;41.24603;24;21;630;480;-500;-383.1892
848;20;-1332.286;0;274.3333;274.3333;27.43333;239.6666;239.6666;59.91666;10;4;120;200;-800;-852.2856
849;21;-207.6942;0;244.3333;244.3333;16.28888;580.6664;580.6664;41.47617;15;14;420;300;-400;-527.6943
850;14;-663.403;0;207.9999;207.9999;23.1111;120;120;30;9;4;120;180;-300;-663.403
851;19;-221.8483;0;424.3333;424.3333;28.28889;335.9999;335.9999;37.33332;15;9;270;300;-500;-291.8483
852;22;-474.2977;0;806.333;806.333;42.43858;722.8336;722.8336;55.60258;19;13;390;380;-700;-544.2977
853;14;-832.3792;0;111;111;18.50001;116.6667;116.6667;38.8889;6;3;90;120;-300;-742.3793
854;20;42.20448;0;416.9998;416.9998;21.94736;510.9998;510.9998;39.30767;19;13;390;380;-200;-527.7955
855;23;-412.7577;0;729.9999;729.9999;33.18181;633.4998;633.4998;48.73075;22;13;390;440;-600;-642.7576
856;11;-1082.049;0;131.3333;131.3333;18.7619;60.1667;60.1667;30.08335;7;2;60;140;-300;-982.0488
857;13;-623.5864;0;135;135;15;89.6667;89.6667;29.8889;9;3;90;180;-100;-793.5864
858;25;-521.4653;0;385.9999;385.9999;22.70588;516.4999;516.4999;39.73076;17;13;390;340;-300;-951.4653
859;14;-1389.881;0;90.66657;90.66657;18.13331;0;0;NaN;5;0;0;100;-300;-1189.881
860;18;-631.3151;0;175.6667;175.6667;19.51853;153;153;25.50001;9;6;180;180;-400;-591.3151
861;16;-765.8715;0;440.333;440.333;33.87177;197.5001;197.5001;28.2143;13;7;210;260;-200;-1035.871
862;8;-304.1075;0;54.66665;54.66665;9.111108;126.6666;126.6666;31.66665;6;4;120;120;0;-544.1074
863;20;-507.3284;0;311.9999;311.9999;23.99999;258.4999;258.4999;32.31248;13;8;240;260;-500;-507.3284
864;22;-453.2207;0;422.6667;422.6667;22.24562;772.3333;772.3333;51.48889;19;15;450;380;-500;-783.2207
865;15;-1084.423;0;81.33337;81.33337;13.55556;112.3333;112.3333;28.08332;6;4;120;120;-500;-824.4235
866;22;-550.7083;0;453.9998;453.9998;32.42856;398.8332;398.8332;39.88332;14;10;300;280;-500;-630.7083
867;20;49.3689;0;403.9999;403.9999;22.44444;579.9999;579.9999;36.24999;18;16;480;360;-200;-590.6311
868;21;-694.5213;0;391.6667;391.6667;23.03922;299.3331;299.3331;29.93331;17;10;300;340;-300;-1034.521
869;15;-852.1964;0;149.6667;149.6667;21.38095;205.6665;205.6665;41.13331;7;5;150;140;-500;-642.1963
870;19;-516.118;0;422;422;32.46154;419.9998;419.9998;41.99998;13;10;300;260;-700;-376.1181
871;40;-671.6222;0;1056.334;1056.334;35.21112;1264.166;1264.166;50.56665;30;25;750;600;-1100;-921.6222
872;25;343.4622;0;686.0002;686.0002;26.38462;935.6665;935.6665;46.78333;26;20;600;520;-300;-476.5378
873;20;-922.1127;0;224.3333;224.3333;24.92592;196.8333;196.8333;49.20833;9;4;120;180;-500;-722.1127
874;15;-813.7009;0;161.6666;161.6666;20.20832;174.4999;174.4999;34.89997;8;5;150;160;-500;-623.7009
875;24;-603.0513;0;536.6664;536.6664;35.77776;613.4996;613.4996;51.12497;15;12;360;300;-600;-663.0513
876;21;-830.8696;0;376;376;25.06667;357.6666;357.6666;39.74073;15;9;270;300;-500;-900.8696
877;17;-591.1608;0;252.6666;252.6666;28.07406;164.6667;164.6667;41.16669;9;4;120;180;-400;-491.1608
878;19;-1047.547;0;348.6664;348.6664;26.82049;283.6664;283.6664;56.73327;13;5;150;260;-600;-857.5471
879;14;-374.0614;0;168.6667;168.6667;18.74074;205.4999;205.4999;29.35713;9;7;210;180;-400;-364.0614
880;17;-377.3863;0;290.3333;290.3333;24.19444;221.8333;221.8333;31.69047;12;7;210;240;-200;-627.3863
881;12;-688.5104;0;217.3334;217.3334;24.14816;92.00009;92.00009;30.6667;9;3;90;180;-100;-858.5104
882;14;-955.2432;0;136.3333;136.3333;17.04166;45.83333;45.83333;15.27778;8;3;90;160;-300;-905.2432
883;22;-343.9615;0;545.3333;545.3333;32.07843;529.6668;529.6668;48.15153;17;11;330;340;-400;-613.9614
884;18;-740.616;0;212.3333;212.3333;19.30302;271.8332;271.8332;45.30553;11;6;180;220;-500;-640.616
885;11;-446.2599;0;175.6667;175.6667;17.56667;294.1667;294.1667;36.77083;10;8;240;200;-200;-686.2599
886;22;-310.7588;0;539;539;28.36842;699.3328;699.3328;43.7083;19;16;480;380;-700;-470.7588
887;22;-387.1535;0;494.9999;494.9999;30.93749;580.4999;580.4999;44.65384;16;13;390;320;-700;-397.1535
888;19;-37.02436;0;594.6664;594.6664;37.16665;489.6661;489.6661;40.80551;16;12;360;320;-400;-317.0244
889;21;-708.1616;0;496.3331;496.3331;45.12119;516.3334;516.3334;57.37038;11;9;270;220;-400;-798.1616
890;18;-326.3262;0;465.3332;465.3332;29.08333;235.4999;235.4999;33.64284;16;7;210;320;-400;-456.3262
891;31;-73.70844;0;763.6662;763.6662;29.37178;782.1667;782.1667;46.0098;26;17;510;520;-600;-503.7084
892;17;134.3126;0;343.6667;343.6667;21.47917;365.4999;365.4999;30.45833;16;12;360;320;-100;-445.6874
893;13;-315.5479;0;102.6666;102.6666;11.4074;169.1666;169.1666;28.19443;9;6;180;180;-200;-475.5479
894;12;-828.9286;0;80.00001;80.00001;10;94.83331;94.83331;31.6111;8;3;90;160;-100;-978.9286
895;20;-419.1613;0;327.9999;327.9999;29.81818;343;343;38.11111;11;9;270;220;-500;-409.1613
896;21;19.9633;0;642.0001;642.0001;23.77778;661.6671;661.6671;47.26194;27;14;420;540;-500;-440.0367
897;27;-462.6828;0;809.9996;809.9996;38.57141;757.4995;757.4995;50.49996;21;15;450;420;-700;-632.6829
898;17;-518.4203;0;201.3334;201.3334;18.30303;144.6667;144.6667;28.93334;11;5;150;220;-600;-288.4203
899;21;-1172.653;0;434.6663;434.6663;36.22219;483.8334;483.8334;60.47917;12;8;240;240;-400;-1252.653
900;14;-262.2384;0;266.6667;266.6667;20.51282;300.1666;300.1666;37.52082;13;8;240;260;-300;-462.2384
901;24;152.4996;0;805.6663;805.6663;33.56943;785.1658;785.1658;43.62032;24;18;540;480;-200;-667.5004
902;10;-486.1841;0;102.6667;102.6667;14.66667;107.6666;107.6666;21.53333;7;5;150;140;0;-776.184
903;9;-849.2186;0;109.3333;109.3333;13.66667;110.5;110.5;36.83333;8;3;90;160;0;-1099.219
904;19;-1603.383;0;697.3331;697.3331;41.01959;544.5002;544.5002;54.45002;17;10;300;340;-200;-2043.383
905;16;-518.353;0;131;131;14.55556;216.3334;216.3334;36.05556;9;6;180;180;-400;-478.353
906;20;-1315.214;0;184.6666;184.6666;20.51851;291.3332;291.3332;41.61902;9;7;210;180;-700;-1005.215
907;11;-341.6128;0;139;139;15.44444;60.00001;60.00001;30;9;2;60;180;0;-581.6128
908;20;-299.7531;0;171;171;12.21429;220.1667;220.1667;22.01667;14;10;300;280;-200;-679.7531
909;13;-495.1881;0;136.6667;136.6667;19.52381;181.3333;181.3333;45.33331;7;4;120;140;-300;-455.1881
910;16;-524.6807;0;235.0001;235.0001;18.07693;325.9997;325.9997;46.57138;13;7;210;260;-500;-494.6807
911;14;-191.7462;0;279.3332;279.3332;23.27777;149.9999;149.9999;29.99998;12;5;150;240;-100;-481.7462
912;20;-238.5284;0;466;466;25.88889;740.1665;740.1665;46.26041;18;16;480;360;-100;-978.5284
913;20;-590.2481;0;295;295;32.77778;186.4999;186.4999;31.08332;9;6;180;180;-400;-550.2481
914;11;62.14622;0;275.6665;275.6665;21.20511;208.8332;208.8332;26.10415;13;8;240;260;0;-437.8538
915;14;-1424.05;0;277.3331;277.3331;39.61901;67.83333;67.83333;33.91666;7;2;60;140;-200;-1424.05
916;32;-718.0023;0;819.9996;819.9996;34.16665;769.8333;769.8333;45.28431;24;17;510;480;-1000;-708.0023
917;21;-405.1582;0;551.9997;551.9997;29.05262;556.8331;556.8331;37.1222;19;15;450;380;-200;-1035.158
918;14;-862.8973;0;154.3334;154.3334;25.72223;90.83337;90.83337;30.27779;6;3;90;120;-200;-872.8973
919;18;-486.5224;0;426.9999;426.9999;26.6875;314;314;34.88889;16;9;270;320;-600;-476.5224
920;19;-478.3169;0;268.3334;268.3334;17.88889;342.1667;342.1667;38.01852;15;9;270;300;-400;-648.3169
921;16;-698.3604;0;213.6667;213.6667;19.42424;287.3334;287.3334;47.8889;11;6;180;220;-400;-698.3604
922;18;-1203.07;0;268.9998;268.9998;33.62498;166.4999;166.4999;33.29998;8;5;150;160;-400;-1113.07
923;14;-910.886;0;120.6667;120.6667;24.13333;114.6666;114.6666;57.33331;5;2;60;100;-400;-670.886
924;16;-1019.99;0;265.9999;265.9999;29.55555;406.4996;406.4996;50.81245;9;8;240;180;-200;-1239.99
925;10;-683.6168;0;134.3333;134.3333;22.38889;134.6666;134.6666;33.66665;6;4;120;120;0;-923.6168
926;12;-380.9577;0;307.6667;307.6667;34.18519;232.3335;232.3335;58.08337;9;4;120;180;-100;-580.9578
927;18;-1026.673;0;271.9998;271.9998;33.99998;146.1666;146.1666;36.54166;8;4;120;160;-400;-906.6726
928;21;331.2883;0;842.6665;842.6665;36.63767;943.833;943.833;47.19165;23;20;600;460;-100;-628.7117
929;34;-1175.251;0;541.333;541.333;28.49121;610.6662;610.6662;38.16664;19;16;480;380;-900;-1135.251
930;18;-1661.709;0;371.6664;371.6664;33.78785;13;13;13;11;1;30;220;-400;-1511.709
931;37;36.99794;0;1140.999;1140.999;36.80643;1162.999;1162.999;44.73073;31;26;780;620;-900;-463.002
932;14;-610.9028;0;152.6666;152.6666;16.96296;69.99996;69.99996;34.99998;9;2;60;180;-200;-650.9028
933;12;-238.1511;0;233.9999;233.9999;23.39999;395.1663;395.1663;56.45233;10;7;210;200;-200;-448.151
934;18;-1020.347;0;262.6666;262.6666;23.87878;216.9999;216.9999;30.99999;11;7;210;220;-500;-950.3469
935;52;-385.9045;0;1079.333;1079.333;29.17116;1523.333;1523.333;46.16159;37;33;990;740;-1100;-1015.904
936;13;-519.1531;0;106;106;15.14286;77.33336;77.33336;25.77779;7;3;90;140;-200;-549.1532
937;28;-782.3591;0;534.3332;534.3332;24.28787;767.4998;767.4998;47.96874;22;16;480;440;-600;-1102.359
938;13;-724.7026;0;192.9999;192.9999;27.57141;119.1666;119.1666;39.72221;7;3;90;140;-100;-854.7026
939;13;-1125.828;0;82.6666;82.6666;20.66665;0;0;NaN;4;0;0;80;-300;-905.8278
940;19;-586.551;0;604.0002;604.0002;43.14287;247.1666;247.1666;35.30952;14;7;210;280;-200;-876.551
941;21;-378.5;0;443.6665;443.6665;26.09803;608.9998;608.9998;55.36362;17;11;330;340;-700;-348.4999
942;18;-932.2881;0;463.9996;463.9996;38.66664;182.4998;182.4998;36.49996;12;5;150;240;-400;-922.2881
943;23;-1419.954;0;195.9999;195.9999;17.81817;364.6664;364.6664;33.15149;11;11;330;220;-300;-1669.954
944;23;-1852.784;0;199.3333;199.3333;24.91666;256.4998;256.4998;42.74997;8;6;180;160;-800;-1392.784
945;20;-581.7267;0;279.6664;279.6664;27.96664;325.8332;325.8332;36.20369;10;9;270;200;-400;-651.7267
946;17;-38.70315;0;296.3333;296.3333;19.75555;334.6667;334.6667;33.46667;15;10;300;300;-100;-538.7031
947;19;-1190.603;0;96.66667;96.66667;16.11111;79.83325;79.83325;26.61108;6;3;90;120;-700;-700.6026
948;17;-414.1087;0;484.3331;484.3331;30.27082;444.1663;444.1663;44.41663;16;10;300;320;-600;-434.1087
949;18;-235.0252;0;288.6666;288.6666;24.05555;359.1666;359.1666;35.91666;12;10;300;240;-200;-575.0252
950;18;-377.5816;0;644.6667;644.6667;35.81482;512.8333;512.8333;42.73611;18;12;360;360;-300;-797.5816
951;16;-254.4693;0;372.6667;372.6667;23.29167;287.9999;287.9999;47.99998;16;6;180;320;-200;-554.4693
952;14;-607.5585;0;330.6665;330.6665;25.43588;187.3334;187.3334;31.22223;13;6;180;260;-400;-647.5585
953;12;-895.0533;0;260.6665;260.6665;37.23807;118.1665;118.1665;39.38884;7;3;90;140;-400;-725.0533
954;25;-265.4014;0;620.6663;620.6663;28.2121;742.1659;742.1659;46.38537;22;16;480;440;-500;-685.4015
955;10;-1033.679;0;24;24;7.999999;16.99999;16.99999;16.99999;3;1;30;60;-200;-923.679
